Date,City,AQI,AQI_Stationary
2025-01-13 13:00:00+00:00,New York,64.99,45.19
2025-01-13 14:00:00+00:00,New York,65.39333,50.993329
2025-01-13 15:00:00+00:00,New York,65.8,47.8
2025-01-13 16:00:00+00:00,New York,66.19666,44.996660999999996
2025-01-13 17:00:00+00:00,New York,66.659996,43.059994
2025-01-13 18:00:00+00:00,New York,67.18667,43.18667000000001
2025-01-13 19:00:00+00:00,New York,67.753334,46.153333999999994
2025-01-13 20:00:00+00:00,New York,68.316666,50.716666
2025-01-13 21:00:00+00:00,New York,68.84333,52.343329999999995
2025-01-13 22:00:00+00:00,New York,69.043335,47.803337
2025-01-13 23:00:00+00:00,New York,68.64333,43.163329000000004
2025-01-14 00:00:00+00:00,New York,67.68667,38.92667200000001
2025-01-14 01:00:00+00:00,New York,66.52,38.080000999999996
2025-01-14 02:00:00+00:00,New York,65.206665,37.206665
2025-01-14 03:00:00+00:00,New York,63.72667,34.193337
2025-01-14 04:00:00+00:00,New York,62.29666,28.396662000000006
2025-01-14 05:00:00+00:00,New York,61.026665,23.151665
2025-01-14 06:00:00+00:00,New York,59.43332,16.416650000000004
2025-01-14 07:00:00+00:00,New York,53.833336,3.800003000000004
2025-01-14 08:00:00+00:00,New York,47.833336,-9.283333999999996
2025-01-14 09:00:00+00:00,New York,41.41667,-19.426663999999995
2025-01-14 10:00:00+00:00,New York,37.541668,-24.638332
2025-01-14 11:00:00+00:00,New York,34.550003,-28.836667000000006
2025-01-14 12:00:00+00:00,New York,31.691668,-32.811665999999995
2025-01-14 13:00:00+00:00,New York,29.675003,-35.31499699999999
2025-01-14 14:00:00+00:00,New York,27.716667,-37.676663000000005
2025-01-14 15:00:00+00:00,New York,26.0,-39.8
2025-01-14 16:00:00+00:00,New York,27.2,-38.99665999999999
2025-01-14 17:00:00+00:00,New York,28.0,-38.65999600000001
2025-01-14 18:00:00+00:00,New York,28.4,-38.78667000000001
2025-01-14 19:00:00+00:00,New York,28.4,-39.353334
2025-01-14 20:00:00+00:00,New York,28.4,-39.916666
2025-01-14 21:00:00+00:00,New York,27.2,-41.64332999999999
2025-01-14 22:00:00+00:00,New York,24.0,-45.043335
2025-01-14 23:00:00+00:00,New York,20.0,-48.643330000000006
2025-01-15 00:00:00+00:00,New York,17.5,-50.18667000000001
2025-01-15 01:00:00+00:00,New York,16.4,-50.12
2025-01-15 02:00:00+00:00,New York,18.0,-47.206665
2025-01-15 03:00:00+00:00,New York,20.0,-43.72667
2025-01-15 04:00:00+00:00,New York,22.4,-39.896660000000004
2025-01-15 05:00:00+00:00,New York,24.8,-36.226665
2025-01-15 06:00:00+00:00,New York,26.399998,-33.033322
2025-01-15 07:00:00+00:00,New York,27.2,-26.633336000000003
2025-01-15 08:00:00+00:00,New York,27.2,-20.633336000000003
2025-01-15 09:00:00+00:00,New York,26.800001,-14.616669000000002
2025-01-15 10:00:00+00:00,New York,24.8,-12.741668
2025-01-15 11:00:00+00:00,New York,22.0,-12.550002999999997
2025-01-15 12:00:00+00:00,New York,21.6,-10.091667999999999
2025-01-15 13:00:00+00:00,New York,22.8,-6.8750029999999995
2025-01-15 14:00:00+00:00,New York,24.8,-2.9166670000000003
2025-01-15 15:00:00+00:00,New York,26.399998,0.3999980000000001
2025-01-15 16:00:00+00:00,New York,27.6,0.40000000000000213
2025-01-15 17:00:00+00:00,New York,28.4,0.3999999999999986
2025-01-15 18:00:00+00:00,New York,28.800001,0.40000100000000316
2025-01-15 19:00:00+00:00,New York,28.800001,0.40000100000000316
2025-01-15 20:00:00+00:00,New York,28.4,0.0
2025-01-15 21:00:00+00:00,New York,27.6,0.40000000000000213
2025-01-15 22:00:00+00:00,New York,25.599998,1.5999979999999994
2025-01-15 23:00:00+00:00,New York,23.199999,3.1999989999999983
2025-01-16 00:00:00+00:00,New York,22.4,4.899999999999999
2025-01-16 01:00:00+00:00,New York,20.4,4.0
2025-01-16 02:00:00+00:00,New York,18.0,0.0
2025-01-16 03:00:00+00:00,New York,18.75,-1.25
2025-01-16 04:00:00+00:00,New York,18.5,-3.8999999999999986
2025-01-16 05:00:00+00:00,New York,17.25,-7.550000000000001
2025-01-16 06:00:00+00:00,New York,16.05,-10.349998
2025-01-16 07:00:00+00:00,New York,15.2,-12.0
2025-01-16 08:00:00+00:00,New York,15.2,-12.0
2025-01-16 09:00:00+00:00,New York,14.400001,-12.400000000000002
2025-01-16 10:00:00+00:00,New York,17.25,-7.550000000000001
2025-01-16 11:00:00+00:00,New York,21.68,-0.3200000000000003
2025-01-16 12:00:00+00:00,New York,23.759998,2.159997999999998
2025-01-16 13:00:00+00:00,New York,21.160002,-1.639998000000002
2025-01-16 14:00:00+00:00,New York,17.0,-7.800000000000001
2025-01-16 15:00:00+00:00,New York,17.375,-9.024998
2025-01-16 16:00:00+00:00,New York,18.258333,-9.341667000000001
2025-01-16 17:00:00+00:00,New York,18.991667,-9.408332999999999
2025-01-16 18:00:00+00:00,New York,19.7,-9.100001000000002
2025-01-16 19:00:00+00:00,New York,20.466667,-8.333334
2025-01-16 20:00:00+00:00,New York,21.35,-7.049999999999997
2025-01-16 21:00:00+00:00,New York,22.350002,-5.2499980000000015
2025-01-16 22:00:00+00:00,New York,23.475,-2.124997999999998
2025-01-16 23:00:00+00:00,New York,25.32,2.120001000000002
2025-01-17 00:00:00+00:00,New York,27.64,5.240000000000002
2025-01-17 01:00:00+00:00,New York,27.68,7.280000000000001
2025-01-17 02:00:00+00:00,New York,29.108337,11.108336999999999
2025-01-17 03:00:00+00:00,New York,30.725004,11.975003999999998
2025-01-17 04:00:00+00:00,New York,32.31667,13.816670000000002
2025-01-17 05:00:00+00:00,New York,33.866673,16.616673
2025-01-17 06:00:00+00:00,New York,35.425003,19.375002999999996
2025-01-17 07:00:00+00:00,New York,36.94167,21.741670000000003
2025-01-17 08:00:00+00:00,New York,38.316666,23.116666
2025-01-17 09:00:00+00:00,New York,39.475,25.074999000000002
2025-01-17 10:00:00+00:00,New York,40.649994,23.399994
2025-01-17 11:00:00+00:00,New York,41.699997,20.019997000000004
2025-01-17 12:00:00+00:00,New York,42.21666,18.456661999999998
2025-01-17 13:00:00+00:00,New York,42.899994,21.739992
2025-01-17 14:00:00+00:00,New York,43.44999,26.44999
2025-01-17 15:00:00+00:00,New York,44.266663,26.891663
2025-01-17 16:00:00+00:00,New York,44.516663,26.25833
2025-01-17 17:00:00+00:00,New York,44.71666,25.724992999999998
2025-01-17 18:00:00+00:00,New York,44.666656,24.966656000000004
2025-01-17 19:00:00+00:00,New York,44.299995,23.833328
2025-01-17 20:00:00+00:00,New York,43.44999,22.09999
2025-01-17 21:00:00+00:00,New York,42.149994,19.799992
2025-01-17 22:00:00+00:00,New York,41.11666,17.64166
2025-01-17 23:00:00+00:00,New York,41.316658,15.996657999999996
2025-01-18 00:00:00+00:00,New York,41.783333,14.143332999999998
2025-01-18 01:00:00+00:00,New York,43.283333,15.603333
