Time,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2026-01-16T14:00,63,42.7,44.5,732.0,22.2,10.9,149.0
2026-01-16T15:00,65,40.4,42.0,732.0,21.7,11.3,160.0
2026-01-16T16:00,65,40.7,42.4,739.0,24.0,12.1,158.0
2026-01-16T17:00,61,41.0,42.4,766.0,32.1,13.8,136.0
2026-01-16T18:00,61,42.0,43.4,800.0,42.9,16.0,102.0
2026-01-16T19:00,62,36.1,38.9,800.0,45.9,16.1,79.0
2026-01-16T20:00,62,30.6,33.3,741.0,42.1,15.5,76.0
2026-01-16T21:00,62,26.1,28.7,649.0,36.8,14.7,71.0
2026-01-16T22:00,63,23.3,25.8,563.0,32.5,13.7,68.0
2026-01-16T23:00,63,21.1,23.6,493.0,30.1,12.3,67.0
2026-01-17T00:00,63,18.7,21.3,429.0,28.7,10.6,67.0
2026-01-17T01:00,63,17.8,20.4,379.0,27.8,9.4,66.0
2026-01-17T02:00,64,18.0,20.7,323.0,27.0,8.7,64.0
2026-01-17T03:00,64,18.6,21.5,281.0,26.7,8.5,60.0
2026-01-17T04:00,64,19.6,22.5,317.0,28.0,9.1,56.0
2026-01-17T05:00,64,21.0,24.1,514.0,32.7,11.2,48.0
2026-01-17T06:00,64,23.9,27.3,788.0,38.9,14.0,38.0
2026-01-17T07:00,64,31.5,35.3,957.0,40.3,15.2,36.0
2026-01-17T08:00,64,25.8,30.5,917.0,36.6,14.6,47.0
2026-01-17T09:00,64,25.5,30.3,770.0,31.3,13.8,63.0
2026-01-17T10:00,64,24.4,27.6,646.0,26.5,13.1,82.0
2026-01-17T11:00,63,25.5,27.6,589.0,22.6,12.5,107.0
2026-01-17T12:00,63,29.1,30.9,554.0,19.2,12.0,135.0
2026-01-17T13:00,65,30.9,32.4,530.0,17.0,11.5,155.0
2026-01-17T14:00,66,31.1,32.5,513.0,16.3,10.9,163.0
2026-01-17T15:00,66,30.2,31.7,506.0,16.7,10.4,162.0
2026-01-17T16:00,65,29.5,31.2,508.0,18.1,10.1,155.0
2026-01-17T17:00,61,27.9,29.9,527.0,21.1,10.2,138.0
2026-01-17T18:00,61,27.4,29.4,556.0,25.0,10.6,115.0
2026-01-17T19:00,60,24.4,27.9,569.0,27.8,11.2,97.0
2026-01-17T20:00,60,20.7,23.6,553.0,25.9,10.4,96.0
2026-01-17T21:00,59,18.9,21.9,522.0,23.2,9.2,94.0
2026-01-17T22:00,57,18.5,21.5,493.0,21.4,8.3,92.0
2026-01-17T23:00,57,18.6,21.6,470.0,21.1,7.9,89.0
2026-01-18T00:00,56,18.2,21.2,449.0,21.7,7.7,85.0
2026-01-18T01:00,56,18.5,21.7,436.0,22.7,7.8,81.0
2026-01-18T02:00,56,19.2,22.5,409.0,23.3,8.0,76.0
2026-01-18T03:00,56,21.0,24.6,391.0,24.4,8.5,70.0
2026-01-18T04:00,57,23.7,28.0,457.0,27.6,10.0,64.0
2026-01-18T05:00,58,27.1,32.0,705.0,36.2,13.8,54.0
2026-01-18T06:00,59,31.4,36.7,1039.0,46.9,18.7,44.0
2026-01-18T07:00,60,38.5,44.7,1239.0,48.0,19.0,46.0
2026-01-18T08:00,60,33.2,39.5,1184.0,42.3,16.9,57.0
2026-01-18T09:00,60,27.0,30.7,996.0,34.3,14.1,74.0
2026-01-18T10:00,60,28.1,31.1,828.0,27.6,12.0,92.0
2026-01-18T11:00,61,31.3,33.9,734.0,23.5,11.5,113.0
2026-01-18T12:00,61,35.0,37.4,660.0,20.7,11.8,137.0
2026-01-18T13:00,64,36.7,38.9,597.0,19.0,12.0,154.0
2026-01-18T14:00,66,37.1,39.1,536.0,18.5,11.7,163.0
2026-01-18T15:00,67,42.3,44.6,487.0,19.2,11.4,166.0
2026-01-18T16:00,66,37.1,39.2,467.0,20.9,11.3,162.0
2026-01-18T17:00,63,35.3,37.3,501.0,24.6,11.8,146.0
2026-01-18T18:00,62,35.6,37.4,565.0,29.4,12.6,122.0
2026-01-18T19:00,63,36.3,39.0,608.0,29.9,12.3,100.0
2026-01-18T20:00,63,30.4,32.6,605.0,28.2,11.6,97.0
2026-01-18T21:00,63,26.4,28.3,579.0,25.9,10.5,93.0
2026-01-18T22:00,64,23.6,25.5,554.0,24.6,9.8,88.0
2026-01-18T23:00,64,22.4,24.1,535.0,25.0,9.5,83.0
2026-01-19T00:00,64,21.7,23.6,515.0,26.4,9.5,77.0
2026-01-19T01:00,64,22.2,24.4,497.0,28.0,9.7,72.0
2026-01-19T02:00,64,23.9,26.5,455.0,28.9,10.0,67.0
2026-01-19T03:00,64,26.3,29.4,416.0,29.9,10.6,62.0
2026-01-19T04:00,64,28.8,32.7,459.0,32.7,11.7,56.0
2026-01-19T05:00,65,32.1,36.8,685.0,40.1,14.0,45.0
2026-01-19T06:00,65,41.2,45.8,994.0,49.3,16.9,32.0
2026-01-19T07:00,65,47.7,51.2,1162.0,47.8,17.6,32.0
2026-01-19T08:00,65,36.3,40.4,1045.0,42.4,16.6,49.0
2026-01-19T09:00,65,30.7,33.3,789.0,34.9,15.1,74.0
2026-01-19T10:00,66,31.1,33.4,604.0,28.4,13.7,97.0
2026-01-19T11:00,66,33.3,35.5,584.0,23.6,12.4,119.0
2026-01-19T12:00,66,35.7,38.0,637.0,19.8,11.1,139.0
2026-01-19T13:00,66,37.5,39.7,695.0,17.9,10.3,153.0
2026-01-19T14:00,66,36.7,38.6,748.0,18.6,10.0,158.0
2026-01-19T15:00,66,36.2,38.2,806.0,21.1,10.1,155.0
2026-01-19T16:00,66,35.3,37.1,837.0,24.4,10.6,147.0
2026-01-19T17:00,66,31.5,33.4,819.0,28.9,11.6,130.0
2026-01-19T18:00,65,30.7,32.2,774.0,34.0,12.9,106.0
2026-01-19T19:00,65,35.5,38.2,730.0,38.7,14.3,84.0
2026-01-19T20:00,65,31.0,33.8,698.0,37.8,14.2,77.0
2026-01-19T21:00,65,27.4,30.2,668.0,36.7,14.0,68.0
2026-01-19T22:00,65,26.1,28.9,635.0,36.5,13.9,59.0
2026-01-19T23:00,65,26.1,29.2,596.0,37.7,13.6,53.0
2026-01-20T00:00,66,26.5,30.2,555.0,39.7,13.3,47.0
2026-01-20T01:00,66,28.2,32.2,519.0,42.0,13.5,42.0
2026-01-20T02:00,66,29.6,34.0,466.0,44.6,14.7,37.0
2026-01-20T03:00,66,32.0,36.6,418.0,47.5,16.2,33.0
2026-01-20T04:00,66,36.4,41.2,449.0,49.8,17.1,28.0
2026-01-20T05:00,66,45.8,51.2,646.0,51.4,16.1,20.0
2026-01-20T06:00,67,69.8,72.6,921.0,52.3,14.4,11.0
2026-01-20T07:00,68,48.8,54.0,1092.0,56.6,23.7,17.0
2026-01-20T08:00,68,36.4,41.6,1061.0,51.1,22.1,33.0
2026-01-20T09:00,68,32.5,37.4,924.0,43.3,19.7,56.0
2026-01-20T10:00,68,31.0,33.2,787.0,35.1,17.1,81.0
2026-01-20T11:00,68,35.6,37.6,677.0,26.4,14.2,109.0
2026-01-20T12:00,68,35.0,36.7,567.0,17.4,11.0,139.0
2026-01-20T13:00,68,31.5,32.9,483.0,10.9,8.5,160.0
2026-01-20T14:00,68,28.6,29.7,430.0,7.5,6.9,166.0
2026-01-20T15:00,68,26.8,27.8,404.0,6.7,5.9,163.0
2026-01-20T16:00,67,25.1,26.0,416.0,9.2,6.0,153.0
2026-01-20T17:00,67,27.7,28.8,495.0,18.0,7.9,131.0
2026-01-20T18:00,67,28.7,30.0,614.0,30.3,10.9,103.0
2026-01-20T19:00,67,29.4,31.1,699.0,34.2,11.9,86.0
2026-01-20T20:00,67,23.7,26.0,720.0,31.0,11.2,86.0
2026-01-20T21:00,66,19.1,20.8,707.0,26.7,10.3,85.0
2026-01-20T22:00,66,17.1,18.4,685.0,24.1,9.7,82.0
2026-01-20T23:00,66,17.3,18.7,655.0,24.5,9.4,76.0
2026-01-21T00:00,65,17.8,19.3,616.0,26.5,9.4,67.0
2026-01-21T01:00,65,19.6,21.3,581.0,29.2,9.9,59.0
2026-01-21T02:00,65,22.5,24.3,521.0,32.7,11.4,52.0
2026-01-21T03:00,65,26.6,28.5,467.0,36.9,13.6,46.0
2026-01-21T04:00,64,32.7,34.7,522.0,40.3,15.2,40.0
2026-01-21T05:00,64,38.6,40.5,824.0,43.0,15.7,29.0
2026-01-21T06:00,64,43.0,44.8,1236.0,45.0,15.8,18.0
2026-01-21T07:00,63,53.8,55.5,1455.0,41.2,14.9,20.0
2026-01-21T08:00,63,54.4,56.0,1295.0,37.7,15.5,47.0
2026-01-21T09:00,64,42.7,45.1,941.0,32.7,16.1,84.0
2026-01-21T10:00,64,38.3,40.9,644.0,27.6,15.9,117.0
2026-01-21T11:00,65,33.9,36.6,489.0,22.1,14.0,140.0
2026-01-21T12:00,65,29.2,31.7,391.0,16.6,11.3,158.0
2026-01-21T13:00,67,25.4,27.6,339.0,12.9,9.0,168.0
2026-01-21T14:00,67,22.5,24.5,337.0,12.0,7.5,166.0
2026-01-21T15:00,65,19.7,21.5,381.0,13.0,6.6,156.0
2026-01-21T16:00,64,18.3,20.1,449.0,15.6,6.5,142.0
2026-01-21T17:00,63,20.6,23.5,554.0,20.9,8.0,124.0
2026-01-21T18:00,63,23.2,26.0,684.0,27.9,10.4,103.0
2026-01-21T19:00,63,25.3,27.5,777.0,40.5,13.8,74.0
2026-01-21T20:00,63,23.9,26.1,795.0,37.0,13.4,74.0
2026-01-21T21:00,63,21.9,24.1,777.0,32.4,12.9,73.0
2026-01-21T22:00,63,20.4,22.5,781.0,30.1,12.7,70.0
2026-01-21T23:00,63,20.8,22.9,832.0,32.1,13.1,62.0
2026-01-22T00:00,63,22.1,24.3,905.0,36.3,13.9,51.0
2026-01-22T01:00,63,25.8,28.1,977.0,40.4,14.6,40.0
2026-01-22T02:00,64,27.8,29.9,1048.0,43.7,14.9,31.0
2026-01-22T03:00,64,27.2,29.0,1118.0,46.8,15.2,22.0
2026-01-22T04:00,64,27.9,29.6,1165.0,48.8,15.9,16.0
2026-01-22T05:00,64,28.8,30.4,1182.0,49.3,17.6,12.0
2026-01-22T06:00,63,31.1,32.7,1175.0,48.7,19.7,11.0
2026-01-22T07:00,63,43.8,45.2,1141.0,46.0,19.3,20.0
2026-01-22T08:00,62,39.6,40.5,1074.0,42.0,19.1,44.0
2026-01-22T09:00,62,35.7,36.9,980.0,36.3,18.6,78.0
2026-01-22T10:00,62,31.0,32.5,876.0,30.1,17.1,105.0
2026-01-22T11:00,62,26.0,27.6,755.0,22.9,13.7,121.0
2026-01-22T12:00,61,21.5,23.2,623.0,15.4,9.4,132.0
2026-01-22T13:00,61,16.9,18.6,516.0,10.2,6.1,136.0
2026-01-22T14:00,61,14.7,16.6,424.0,8.2,4.5,134.0
2026-01-22T15:00,60,12.9,14.7,357.0,8.6,4.0,127.0
2026-01-22T16:00,60,12.4,14.2,383.0,12.3,4.4,115.0
2026-01-22T17:00,60,17.2,19.0,575.0,22.1,6.2,96.0
2026-01-22T18:00,60,21.9,24.3,859.0,35.2,9.0,71.0
2026-01-22T19:00,59,29.2,31.5,1085.0,49.3,12.0,52.0
2026-01-22T20:00,60,28.5,30.6,1219.0,47.2,11.6,49.0
2026-01-22T21:00,60,26.8,28.9,1296.0,44.2,11.0,45.0
2026-01-22T22:00,60,25.4,27.4,1262.0,41.7,10.3,41.0
2026-01-22T23:00,60,27.2,29.1,1035.0,40.3,9.2,39.0
2026-01-23T00:00,61,24.4,26.2,697.0,39.3,8.0,37.0
2026-01-23T01:00,61,21.0,22.5,451.0,38.2,7.2,36.0
2026-01-23T02:00,61,19.4,20.7,371.0,36.4,7.0,35.0
2026-01-23T03:00,60,19.0,20.3,383.0,34.5,7.3,34.0
2026-01-23T04:00,60,19.6,21.0,458.0,33.6,8.2,33.0
2026-01-23T05:00,59,20.7,22.0,634.0,35.1,10.1,29.0
2026-01-23T06:00,58,22.9,24.2,874.0,37.8,12.5,25.0
2026-01-23T07:00,56,34.2,36.6,1040.0,40.3,13.0,26.0
2026-01-23T08:00,55,28.7,31.4,1075.0,36.2,12.7,44.0
2026-01-23T09:00,53,24.6,28.1,1036.0,30.4,12.2,68.0
2026-01-23T10:00,51,21.1,24.6,958.0,25.2,11.5,91.0
2026-01-23T11:00,49,19.2,22.4,827.0,21.1,10.6,109.0
2026-01-23T12:00,57,17.7,20.6,657.0,17.6,9.5,125.0
2026-01-23T13:00,61,16.3,18.8,521.0,14.9,8.5,135.0
2026-01-23T14:00,62,14.6,16.6,436.0,12.2,7.4,140.0
2026-01-23T15:00,62,13.1,14.6,384.0,10.2,6.3,139.0
2026-01-23T16:00,60,12.0,13.3,390.0,12.0,6.1,131.0
2026-01-23T17:00,47,13.2,14.8,491.0,20.6,7.3,110.0
2026-01-23T18:00,47,21.9,24.6,650.0,32.9,9.4,82.0
2026-01-23T19:00,47,31.7,34.8,774.0,49.4,13.2,54.0
2026-01-23T20:00,47,31.9,34.6,816.0,49.0,15.4,52.0
2026-01-23T21:00,48,31.4,33.9,824.0,48.4,18.3,48.0
2026-01-23T22:00,49,32.2,34.3,848.0,47.5,19.7,44.0
2026-01-23T23:00,50,31.5,33.3,933.0,46.3,18.3,39.0
2026-01-24T00:00,50,28.2,29.7,1034.0,44.8,15.4,34.0
2026-01-24T01:00,51,26.3,27.7,1070.0,43.2,12.9,29.0
2026-01-24T02:00,52,25.8,27.2,940.0,41.3,11.3,26.0
2026-01-24T03:00,53,25.5,26.8,745.0,39.2,10.1,24.0
2026-01-24T04:00,54,25.3,26.5,709.0,37.9,9.7,22.0
2026-01-24T05:00,55,25.1,26.4,1017.0,38.3,10.5,18.0
2026-01-24T06:00,56,27.5,28.9,1484.0,39.5,12.0,15.0
2026-01-24T07:00,56,46.4,49.6,1778.0,44.1,16.0,21.0
2026-01-24T08:00,59,39.2,41.9,1734.0,38.6,15.3,49.0
2026-01-24T09:00,60,33.1,35.7,1516.0,30.8,14.2,88.0
2026-01-24T10:00,60,28.8,32.0,1284.0,23.9,13.2,122.0
2026-01-24T11:00,63,27.9,31.4,1068.0,18.6,12.2,146.0
2026-01-24T12:00,66,26.1,29.5,838.0,14.2,11.2,165.0
2026-01-24T13:00,69,23.8,26.3,664.0,11.5,10.3,177.0
2026-01-24T14:00,69,21.9,23.9,580.0,10.8,9.4,181.0
2026-01-24T15:00,69,21.7,23.8,552.0,11.7,8.7,178.0
2026-01-24T16:00,67,21.5,24.1,552.0,14.3,8.5,167.0
2026-01-24T17:00,62,22.2,26.5,589.0,19.8,9.3,143.0
2026-01-24T18:00,63,22.6,26.0,654.0,26.9,10.6,112.0
2026-01-24T19:00,63,24.4,27.1,694.0,31.9,11.9,88.0
2026-01-24T20:00,62,20.3,22.6,682.0,30.0,11.5,83.0
2026-01-24T21:00,62,17.5,19.7,644.0,27.5,10.9,75.0
2026-01-24T22:00,61,15.9,17.9,610.0,25.8,10.4,68.0
2026-01-24T23:00,61,15.1,16.9,586.0,25.8,10.1,63.0
2026-01-25T00:00,60,15.0,16.8,566.0,26.6,9.9,59.0
2026-01-25T01:00,60,16.3,18.0,555.0,27.9,10.1,54.0
2026-01-25T02:00,58,18.0,19.8,530.0,29.5,10.8,49.0
2026-01-25T03:00,57,20.0,21.7,515.0,31.4,11.7,43.0
2026-01-25T04:00,56,22.1,23.9,588.0,33.6,12.6,38.0
2026-01-25T05:00,55,30.6,31.9,859.0,37.0,13.3,30.0
2026-01-25T06:00,56,36.1,37.7,1218.0,40.5,14.0,22.0
2026-01-25T07:00,58,35.2,37.7,1410.0,36.7,12.3,27.0
2026-01-25T08:00,56,30.5,32.8,1282.0,31.5,11.6,51.0
2026-01-25T09:00,54,24.7,27.8,987.0,24.2,10.7,84.0
2026-01-25T10:00,53,22.1,25.1,728.0,17.8,9.5,113.0
2026-01-25T11:00,61,19.7,22.4,570.0,13.2,8.0,133.0
2026-01-25T12:00,63,18.5,20.5,448.0,9.5,6.2,149.0
2026-01-25T13:00,65,18.3,19.6,377.0,7.4,5.1,160.0
2026-01-25T14:00,67,19.0,20.3,367.0,6.8,4.7,169.0
2026-01-25T15:00,68,19.4,20.7,407.0,7.9,4.9,172.0
2026-01-25T16:00,67,19.5,20.9,478.0,11.7,5.9,166.0
2026-01-25T17:00,62,21.1,22.5,603.0,21.2,8.3,141.0
2026-01-25T18:00,47,27.4,30.4,758.0,33.5,11.4,105.0
2026-01-25T19:00,48,29.5,31.9,851.0,38.6,12.9,79.0
2026-01-25T20:00,49,23.5,25.4,834.0,35.5,12.4,76.0
2026-01-25T21:00,49,18.7,20.5,754.0,31.2,11.6,72.0
2026-01-25T22:00,49,16.5,18.3,668.0,27.7,10.7,68.0
2026-01-25T23:00,49,14.8,16.5,578.0,25.5,9.5,65.0
2026-01-26T00:00,49,13.0,14.5,481.0,24.0,8.3,63.0
2026-01-26T01:00,49,12.2,13.6,420.0,23.4,7.5,59.0
2026-01-26T02:00,48,12.3,13.8,404.0,23.7,7.3,54.0
2026-01-26T03:00,47,13.8,15.3,424.0,24.8,7.6,48.0
2026-01-26T04:00,46,16.2,17.9,503.0,27.1,8.6,42.0
2026-01-26T05:00,45,18.7,20.5,697.0,32.4,11.2,34.0
2026-01-26T06:00,43,22.4,24.3,950.0,38.8,14.5,27.0
2026-01-26T07:00,41,37.7,41.2,1110.0,42.1,16.4,25.0
2026-01-26T08:00,42,32.9,36.6,1105.0,35.8,15.1,47.0
2026-01-26T09:00,42,29.0,33.5,1008.0,27.0,13.1,78.0
2026-01-26T10:00,44,27.6,32.1,888.0,19.4,11.1,106.0
2026-01-26T11:00,59,25.2,29.2,745.0,14.2,8.9,129.0
2026-01-26T12:00,63,24.9,28.2,579.0,10.2,6.6,149.0
2026-01-26T13:00,66,25.3,27.9,462.0,7.8,4.9,161.0
2026-01-26T14:00,66,25.1,27.2,428.0,7.2,4.1,164.0
2026-01-26T15:00,65,24.1,26.0,443.0,8.3,3.9,159.0
2026-01-26T16:00,63,22.7,24.9,477.0,11.1,4.4,148.0
2026-01-26T17:00,58,20.3,23.2,534.0,17.0,6.1,127.0
2026-01-26T18:00,49,21.5,23.4,609.0,24.7,8.5,100.0
2026-01-26T19:00,48,18.7,20.4,657.0,30.4,10.2,80.0
2026-01-26T20:00,46,14.5,16.1,659.0,28.0,9.7,79.0
2026-01-26T21:00,45,12.1,13.7,633.0,24.7,9.0,77.0
2026-01-26T22:00,44,11.3,12.8,590.0,22.0,8.3,75.0
2026-01-26T23:00,43,10.8,12.3,519.0,20.4,7.5,73.0
2026-01-27T00:00,42,10.0,11.4,430.0,19.5,6.7,71.0
2026-01-27T01:00,42,10.3,11.6,369.0,19.6,6.3,67.0
2026-01-27T02:00,41,11.2,12.6,337.0,20.8,6.6,61.0
2026-01-27T03:00,41,13.0,14.4,333.0,22.9,7.3,55.0
2026-01-27T04:00,41,14.8,16.3,394.0,25.8,8.6,48.0
2026-01-27T05:00,41,16.5,18.2,592.0,30.9,11.1,39.0
2026-01-27T06:00,40,19.3,21.1,855.0,36.8,14.1,29.0
2026-01-27T07:00,40,35.2,38.2,1011.0,43.9,16.9,25.0
2026-01-27T08:00,40,27.6,30.9,964.0,38.4,16.1,42.0
2026-01-27T09:00,39,24.3,27.8,809.0,30.7,14.8,66.0
2026-01-27T10:00,39,22.6,25.7,662.0,23.8,13.5,92.0
2026-01-27T11:00,53,21.1,23.0,552.0,18.3,11.9,120.0
2026-01-27T12:00,64,21.1,22.4,450.0,13.5,10.2,150.0
2026-01-27T13:00,68,22.9,24.0,382.0,10.5,9.0,172.0
2026-01-27T14:00,70,24.0,25.0,361.0,9.3,8.7,185.0
2026-01-27T15:00,71,25.0,26.1,375.0,9.9,8.9,189.0
2026-01-27T16:00,69,25.1,26.2,412.0,12.6,9.4,182.0
2026-01-27T17:00,64,26.3,27.4,493.0,19.5,10.4,153.0
2026-01-27T18:00,48,26.5,29.3,598.0,28.5,11.8,112.0
2026-01-27T19:00,39,26.5,29.0,658.0,33.3,11.8,85.0
2026-01-27T20:00,39,19.8,22.1,632.0,31.1,11.2,81.0
2026-01-27T21:00,40,16.6,18.6,562.0,28.0,10.3,74.0
2026-01-27T22:00,40,14.6,16.4,501.0,25.6,9.5,69.0
2026-01-27T23:00,41,13.0,14.7,468.0,24.3,8.6,66.0
2026-01-28T00:00,41,11.7,13.4,446.0,23.6,7.8,65.0
2026-01-28T01:00,42,11.7,13.4,433.0,23.9,7.4,62.0
2026-01-28T02:00,42,12.7,14.4,402.0,25.3,7.7,56.0
2026-01-28T03:00,42,14.8,16.6,381.0,27.6,8.4,49.0
2026-01-28T04:00,42,17.3,19.3,454.0,30.7,9.8,42.0
2026-01-28T05:00,43,20.4,22.5,729.0,36.2,12.4,31.0
2026-01-28T06:00,43,24.8,27.1,1098.0,42.4,15.6,20.0
2026-01-28T07:00,44,42.6,46.0,1320.0,48.2,18.3,17.0
2026-01-28T08:00,46,31.1,34.3,1261.0,42.5,17.4,37.0
2026-01-28T09:00,46,26.0,29.5,1054.0,34.4,16.2,66.0
2026-01-28T10:00,46,22.8,25.8,858.0,27.0,14.4,92.0
2026-01-28T11:00,48,19.7,22.2,713.0,20.9,11.7,112.0
2026-01-28T12:00,60,18.4,20.7,580.0,15.5,8.6,130.0
2026-01-28T13:00,62,17.8,19.7,494.0,12.1,6.2,140.0
2026-01-28T14:00,62,16.4,18.0,485.0,11.3,5.0,140.0
2026-01-28T15:00,61,15.8,17.8,525.0,12.5,4.6,134.0
2026-01-28T16:00,55,15.7,18.5,560.0,14.9,4.8,123.0
2026-01-28T17:00,45,14.4,16.6,577.0,19.2,6.1,107.0
2026-01-28T18:00,39,17.6,19.6,590.0,24.7,8.1,88.0
2026-01-28T19:00,39,20.9,23.6,591.0,27.0,9.4,75.0
2026-01-28T20:00,38,17.4,19.6,568.0,25.4,9.1,72.0
2026-01-28T21:00,38,14.6,16.8,533.0,23.4,8.7,69.0
2026-01-28T22:00,38,13.4,15.4,511.0,22.2,8.4,64.0
2026-01-28T23:00,38,12.9,14.7,515.0,22.5,8.1,59.0
2026-01-29T00:00,38,12.7,14.3,532.0,23.8,7.9,53.0
2026-01-29T01:00,38,14.1,15.8,555.0,25.8,8.2,47.0
2026-01-29T02:00,38,16.8,18.6,567.0,28.8,9.0,40.0
2026-01-29T03:00,38,20.1,22.1,584.0,32.5,10.3,33.0
2026-01-29T04:00,39,23.6,25.7,646.0,36.0,12.0,26.0
2026-01-29T05:00,39,27.0,29.4,814.0,39.9,14.7,18.0
2026-01-29T06:00,40,31.1,33.8,1027.0,43.6,17.7,10.0
2026-01-29T07:00,40,46.1,50.3,1141.0,44.8,21.8,11.0
2026-01-29T08:00,41,42.6,47.1,1074.0,40.8,21.6,30.0
2026-01-29T09:00,43,38.9,44.4,907.0,35.0,21.2,57.0
2026-01-29T10:00,45,37.0,43.4,744.0,29.1,19.9,83.0
2026-01-29T11:00,48,35.3,41.2,603.0,22.8,16.9,106.0
2026-01-29T12:00,58,31.4,35.2,465.0,16.5,13.0,127.0
2026-01-29T13:00,62,29.0,31.4,375.0,12.4,10.0,140.0
2026-01-29T14:00,62,28.2,30.4,360.0,11.8,8.4,142.0
2026-01-29T15:00,61,27.0,29.1,393.0,13.5,7.7,137.0
2026-01-29T16:00,58,25.2,27.2,437.0,16.6,7.7,127.0
2026-01-29T17:00,60,22.8,25.0,494.0,22.0,8.7,111.0
2026-01-29T18:00,60,25.3,28.2,562.0,28.7,10.3,91.0
2026-01-29T19:00,60,25.3,28.1,602.0,31.9,11.5,81.0
2026-01-29T20:00,61,21.3,23.6,594.0,30.6,11.3,78.0
2026-01-29T21:00,61,18.2,20.3,559.0,28.7,11.0,74.0
2026-01-29T22:00,61,16.5,18.6,516.0,27.0,10.5,71.0
2026-01-29T23:00,61,14.8,16.8,465.0,25.6,9.6,69.0
2026-01-30T00:00,61,12.9,14.8,407.0,24.3,8.5,67.0
2026-01-30T01:00,61,12.0,13.8,367.0,23.6,7.8,64.0
2026-01-30T02:00,61,11.8,13.6,331.0,23.1,7.5,61.0
2026-01-30T03:00,61,12.3,14.0,313.0,23.1,7.5,57.0
2026-01-30T04:00,61,13.4,15.1,385.0,24.7,8.4,53.0
2026-01-30T05:00,60,15.5,17.4,644.0,30.0,10.9,45.0
2026-01-30T06:00,59,19.1,21.1,993.0,36.9,14.3,36.0
2026-01-30T07:00,57,23.0,24.7,1209.0,35.2,13.6,34.0
2026-01-30T08:00,53,18.5,20.5,1173.0,31.1,13.0,50.0
2026-01-30T09:00,49,17.9,20.3,1004.0,25.3,12.0,72.0
2026-01-30T10:00,46,17.5,19.3,835.0,20.3,11.1,94.0
2026-01-30T11:00,49,17.1,18.2,696.0,16.6,10.1,114.0
2026-01-30T12:00,61,18.6,19.7,557.0,13.6,9.0,133.0
2026-01-30T13:00,63,22.0,23.2,465.0,11.9,8.4,149.0
2026-01-30T14:00,66,23.9,25.1,446.0,11.5,8.4,163.0
2026-01-30T15:00,68,24.9,26.1,473.0,12.4,8.8,173.0
2026-01-30T16:00,67,24.9,26.1,517.0,15.0,9.4,171.0
2026-01-30T17:00,63,24.0,25.3,583.0,21.1,10.4,149.0
2026-01-30T18:00,50,27.0,29.0,666.0,28.9,11.6,115.0
2026-01-30T19:00,38,20.9,23.2,715.0,27.3,10.4,87.0
2026-01-30T20:00,37,17.7,19.7,707.0,26.3,10.0,83.0
2026-01-30T21:00,37,15.3,17.3,665.0,24.9,9.4,77.0
2026-01-30T22:00,37,14.0,16.1,610.0,23.7,8.8,72.0
2026-01-30T23:00,37,13.1,14.9,536.0,22.8,8.1,70.0
2026-01-31T00:00,36,11.8,13.5,450.0,22.0,7.3,68.0
2026-01-31T01:00,36,11.6,13.3,385.0,21.8,6.9,66.0
2026-01-31T02:00,36,12.0,13.8,342.0,22.2,6.9,62.0
2026-01-31T03:00,36,13.0,14.8,321.0,23.2,7.2,58.0
2026-01-31T04:00,36,14.0,15.9,361.0,24.6,7.8,53.0
2026-01-31T05:00,36,15.0,16.9,522.0,27.5,9.1,46.0
2026-01-31T06:00,36,16.4,18.3,744.0,31.0,10.8,40.0
2026-01-31T07:00,36,24.4,27.0,887.0,33.9,12.3,39.0
2026-01-31T08:00,36,22.9,25.3,879.0,29.6,11.8,53.0
2026-01-31T09:00,37,22.0,24.3,791.0,23.5,11.1,74.0
2026-01-31T10:00,38,22.3,24.2,696.0,17.9,10.2,96.0
2026-01-31T11:00,55,23.5,25.4,604.0,13.3,8.9,122.0
2026-01-31T12:00,64,27.8,29.9,505.0,9.2,7.5,150.0
2026-01-31T13:00,67,31.4,33.4,440.0,6.6,6.4,170.0
2026-01-31T14:00,69,31.9,33.8,428.0,5.6,5.9,180.0
2026-01-31T15:00,70,31.8,33.5,451.0,6.1,5.7,183.0
2026-01-31T16:00,68,30.6,32.4,496.0,8.9,6.2,176.0
2026-01-31T17:00,64,31.4,33.2,582.0,16.2,7.8,151.0
2026-01-31T18:00,51,29.9,32.0,689.0,25.8,9.9,116.0
2026-01-31T19:00,44,22.7,25.5,746.0,26.1,10.2,96.0
2026-01-31T20:00,44,18.0,20.5,709.0,25.1,9.9,92.0
2026-01-31T21:00,44,15.3,17.6,621.0,23.9,9.4,86.0
2026-01-31T22:00,44,14.3,16.6,545.0,23.3,9.0,79.0
2026-01-31T23:00,45,14.1,16.3,501.0,23.9,8.6,72.0
2026-02-01T00:00,45,13.7,15.9,469.0,25.2,8.2,65.0
2026-02-01T01:00,45,14.2,16.4,447.0,26.8,8.3,58.0
2026-02-01T02:00,45,15.2,17.4,398.0,28.5,8.9,52.0
2026-02-01T03:00,46,16.7,19.1,359.0,30.5,10.0,45.0
2026-02-01T04:00,47,19.4,21.9,443.0,33.0,11.3,39.0
2026-02-01T05:00,47,23.2,26.1,803.0,37.4,13.3,29.0
